BAD_LOAN,AMOUNT_REQUESTED,EXIST_MORTG_DEBT,EXIST_PROPERTY_VALUE,EMPLOYED_YEARS,DEROG_REPORTS,DELINQ_CR_LINES,CR_LINES_AGE(MTS),NO_OF_CR_LINES,DEBT_TO_INCOME
0,17200,33073,85654,7,0,0,163.3947887,20,28.27488887
1,17200,50742,71000,15,0,0,179.2,0,38.00674298
0,17200,39316,66978,4,0,0,99.98597596,10,26.43708406
0,17200,35116,60489,17,0,0,106.486237,18,38.80624071
0,17200,85977,109238,3,0,0,115.5575126,25,38.94891874
0,17200,45900,68126,4,0,0,111.1259517,17,34.17904688
0,17200,53849,102326,1,0,3,57.16674512,9,39.99115424
0,17200,90567,118761,14,0,0,139.3401702,9,34.78487038
0,17200,99204,119490,9,0,0,296.2114898,18,30.3013654
0,17200,17234,43310,1,0,0,215.6075405,15,38.31851469
0,17200,55254,118718,15,0,0,276.9110829,20,26.69615871
0,17200,27230,82319,11.2,0,0,249.2156672,50,43.75679409
0,17300,40280,66319,4,0,0,101.3255769,9,27.97593545
0,17300,51185,65537,6,0,1,129.8379412,49,29.31159406
0,17300,35070,63862,16,0,0,125.1315694,17,37.93651965
1,17300,73000,95000,5,2,1,90.3,30,26.96973134
0,17300,44031,79187,0,0.2,1,299.7052373,10,35.98666991
0,17300,20798,37980,2,0,0,219.3093648,16,37.76321101
0,17300,90768,116052,13,0,0,120.2414262,9,35.81087795
0,17300,65444,91244,8,0,0,202.0496827,19,21.57338522
0,17300,65136,83847,6,0,0,127.0999737,20,24.5182717
0,17300,110614,137552,6,0,0,85.23250072,13,31.34436552
1,17300,73503,91842,0,0,6,142.3320756,32,46.90232438
0,17300,91350,107834,3,0,0,118.1330649,24,37.61084501
0,17300,96138,124066,1,0.2,2,271.7823232,30,40.40450623
0,17300,32736,49100,4,0,0,262.9484377,34,38.563081
0,17300,57358,71617,0,0,0,194.2933392,25,30.53780606
0,17400,74074.7,48971,11.2,0.2,0.5,345.0099186,17,32.47431947
0,17400,77350,101271,0,0,0,148.9162275,18,34.38702843
0,17400,61035,90434,4,0,0,113.6359957,12,25.35719461
0,17400,58941,88470,4,0,0,123.2570546,12,25.55759334
0,17400,62824,82243,5,0.2,0.5,109.4827485,7,34.81844499
0,17400,25859,43684,16,1,0,95.36306868,17,27.10761957
0,17400,24687,37391,2,0,0,217.7442746,16,38.25139203
0,17400,11147,166496,23,0,0,73.46751776,19,29.53166415
0,17400,42876,66085,26,0,0,281.5781525,16,38.02752168
0,17400,45861,61256,7,0,0,132.0192267,48,30.18656747
1,17400,54161,75500,4,0,0,23.33333333,11,35.86880109
0,17400,44479,78121,1,0,0,117.3235888,9,27.13398944
0,17400,97072,155146,0,0,0,204.1656163,19,40.50796477
1,17400,96590,112115,0,6,0,178.6595894,46,41.11788749
0,17400,113890,135146,16,0,0,174.1014596,17,37.6335491
0,17400,49765,66782,27,0,0,272.5904825,16,39.3830645
0,17400,166345,202989,10,0,0,276.0663463,37,24.35659356
0,17400,55575,78661,17,1,0,198.9896005,20,38.99143137
0,17400,102228,115898,0,0,0,144.1981676,30,35.11415035
0,17400,56111,114521,2,0.2,2,154.8555239,24,38.69508356
0,17400,64163,84948,12,0,2,172.7111657,13,27.9796944
1,17400,79623,113658,0,0,2,212.1291452,25,35.10671964
0,17500,99853,163401,0,0,0,208.4622762,18,37.82861717
0,17500,17889,94453,19,0,0,244.3562274,41,35.74477089
0,17500,101354,117209,1,0,0,136.1582225,30,36.8517233
0,17500,73071,94267,1,0,0,160.4547005,19,32.27680932
0,17500,51102,69532,5,0,0,108.3160802,49,31.49594572
0,17500,100642,138550,3,0.2,0.5,115.0759476,16,32.17638026
1,17500,110603,142000,1,1,0,163.0666667,25,34.97917452
1,17500,56647,78000,11,3,2,92.3,29,35.55766136
0,17500,46636,72908,7,0,0,110.2309072,15,41.51229209
0,17500,85183,108948,4,0,0,125.1094856,25,37.10302599
1,17500,91000,116000,0.5,0,0,188.7333333,26,30.73011114
0,17500,87294,114031,15,0,0,147.0985835,8,34.46794
0,17500,103562,130613,1,0,0,288.0084783,47,39.35835753
0,17500,102858,138977,2,0.2,0.5,100.2812192,15,31.66931945
0,17500,23288,94904,8,0,0,145.1207368,20,29.67538222
0,17600,39057,50933,6,0,0,239.2016301,35,39.30107072
0,17600,74074.7,96188,11.2,0,0,181.2950465,9,30.87931729
0,17600,56090,103992,1,0,2,46.87513575,10,39.08182644
0,17600,62996,86817,12,0,1,152.7826478,14,29.20365458
0,17600,73354,96526,0,0,0,147.1345258,18,33.05249321
0,17600,72232,103081,1,0,0,143.9671531,18,36.30996249
0,17600,79122,96116,1,0,0,152.4437144,18,35.5896626
0,17600,44571,66088,2,0,0,126.0903816,17,30.87190179
0,17600,74074.7,45119,11.2,0.2,0.5,354.7359192,17,34.49504666
0,17600,29201,41396,19,0,0,89.20252735,16,23.93494584
0,17600,64857,82449,1,0,0,312.882474,15,43.47886256
0,17600,59347,68667,0,0,0,185.274961,25,30.05232395
0,17600,71983,97939,1,0,0,144.3662159,19,29.80858977
0,17600,106381,134476,0,0,0,294.0732541,47,38.58165872
0,17600,71366,87862,5,0,0,116.7966851,20,23.40013712
0,17600,39063,54561,17,0,0,107.9438175,17,38.91921033
0,17600,48487,65665,6,0,0,100.1740038,15,43.76968491
0,17600,74074.7,66000,7,0,0,111.7857004,14,27.09089472
0,17600,88661,114922,13,0,0,152.7540102,7,36.76627363
0,17600,61093,97551,0,0,0,75.06082943,22,35.5629932
0,17700,10847,94611,14,0,1,271.3966671,22,27.2833953
0,17700,17480,41055,1,0,0,196.1319389,15,37.92365952
0,17700,64964,88856,5,0,0,114.6676183,19,21.93300632
0,17700,111612,128416,14,0,0,169.7334875,17,39.77062845
0,17700,50886,106673,2,0,2,57.09065961,10,40.85911311
0,17700,60260,90196,11,0,1,177.8548455,14,29.60717111
0,17700,107395,133433,6,0,0,96.15756174,13,27.59227738
0,17700,71399,96588,7,0,0,83.59853183,16,33.62658567
0,17700,85150,113104,11,0,0,148.0652591,19,38.96287206
1,17700,58016,76416,4,0,0,28.01149175,10,41.46337333
0,17700,47064,71698,3,0,0,244.5180644,32,30.40320383
0,17700,74074.7,55796,1,0,0,85.18341257,8,40.20948611
0,17700,72911,97317,1,0,0,82.39838379,17,25.32925087
0,17700,82302,111228,4,0,0,118.4559036,25,37.1605612
0,17800,61494,85864,2,0,0,303.8376508,15,40.24631208
0,17800,38770,64357,17,0,0,282.9357846,21,27.97949547
0,17800,39686,67246,5,0,0,114.183555,10,27.5758097
0,17800,83080,108348,1,0,0,132.6098608,25,36.45908768
0,17800,74074.7,95639,11.2,0,0,179.8493516,9,33.14225722
0,17800,56956,74305,0,0,0,187.1833294,24,31.81747192
0,17800,60611,89943,29,0,0,208.466537,21,30.81324059
0,17800,58942,91483,5,0,0,123.7366744,13,28.15595999
0,17800,68889,85642,0,2,2,105.7679609,25,34.62992201
0,17800,51689,115660,16,0,0,270.044991,19,27.46700181
0,17800,137169,182280,12,0,0,241.3753071,21,28.84644812
0,17800,13839,171378,23,0,0,86.7026248,21,31.35960953
0,17800,13660,173360,23,0,0,78.8388988,21,30.06279232
0,17800,54003,116434,18,0,0,268.715304,19,24.25197177
0,17800,56432,157665,20,0,0,238.1668986,27,20.07933438
0,17800,44326,79651,4,0,0,246.7969491,32,32.50901207
0,17900,37265,53214,2,0,0,259.963831,34,39.83150056
0,17900,72501,94488,1,0,0,162.3895619,19,29.96118901
0,17900,66823,91680,0,0,0,89.43649279,18,27.71065729
0,17900,70444,95860,7,0.2,0.5,95.68425477,11,38.14282274
1,17900,96450,135822,6,0,1,90.3,5,30.24638594
1,17900,51080,92051,10,0,0,117.0897854,31,42.373233
0,17900,110332,130756,2,0,1,288.6555842,47,41.9463752
1,17900,74074.7,31953,10,0,1,74.42930759,2,29.97560335
0,18000,68000,98898,10,0,0,206.9666667,13,34.67551003
0,18000,49255,61752,8,0,0,122.0619672,49,30.03372238
0,18000,62216,85503,3,0,0,307.2507013,15,41.43939067
0,18000,97523,130166,5,0.2,0.5,247.9728235,42,40.59168739
0,18000,63508,94991,1,0,0,155.8847243,25,23.58566428
0,18000,65836,100292,22,0,0,237.1016319,24,36.33819671
0,18000,74074.7,53365,11.2,0.2,0.5,340.460801,17,30.57565003
0,18000,72152,102671,7,0,0,84.63934821,16,32.88687523
0,18000,88509,112933,4,0,0,150.8023694,21,23.20094121
0,18000,84824,115146,21,0,0,293.9804358,16,27.09752347
0,18000,23252,50750,16,0,0,180.6,20,37.21104611
0,18000,46865,61266,5,0,0,102.5946739,9,26.35375338
0,18000,105000,172500,6,0,0,219.1666667,24,40.14881139
0,18000,23000,46000,0.2,0.2,0.5,312.5333333,25,35.0515518
0,18000,7051,66200,11.2,0,0,250.5666667,22,38.99925821
0,18000,88000,131300,14,0,0,179.5666667,26,30.22674321
0,18000,94554,119000,1,0,1,308.4666667,20,35.52647497
0,18000,90000,120600,25,0,0,272.9333333,17,36.45305054
0,18000,45000,68500,10,0,0,190.8,42,34.6529368
0,18000,56000,78000,4,0,0,108.5333333,16,35.55766136
1,18000,62000,160800,15,0,0,129.8333333,11,27.83649522
1,18000,12900,21500,5,3,0,109.5666667,33,37.52602152
1,18000,57988,86970,16,0,0,165.3333333,14,34.36597964
1,18000,99401,140000,8.9,2,0,150.1,20,33.41415017
0,18000,52301,79959,1,0.2,1,290.2806482,9,37.16369797
0,18000,55169,114786,2,0.2,2,120.1541063,24,37.54773286
0,18000,100822,118817,0,0,0,126.4264397,30,37.87741107
1,18000,48724,72654,7,0,0,62.08860596,4,31.57029892
0,18000,161413,196860,7,0,0,179.2,16,30.77816684
1,18000,114000,147140,5,0,0,122.7333333,13,37.34453315
0,18000,50409,78404,9,0,0,191.2820789,42,39.48302397
0,18000,41814,62845,27,0,0,244.8818599,14,23.53704523
0,18000,74074.7,97026,11.2,0,0,182.5978157,9,30.67551037
0,18000,107546,176314,6,0,0,218.0193861,23,40.15214366
0,18100,81916,104048,0,0,0,154.4259959,18,33.67802577
0,18100,53524,102133,0,0,3,52.94238739,9,40.61679727
0,18100,46145,72200,11,0,0,178.1920777,42,40.57402248
0,18100,57864,164069,19,0,0,247.545271,27,21.46927181
0,18100,71814,89941,10,0,0,83.16781079,11,32.28540549
0,18100,62783,86066,0,0,0,293.3585868,15,43.6177143
0,18100,89454,119019,13,0,0,127.2461963,8,37.52527269
0,18100,112832,182418,8,0,0,230.0721311,23,40.29869891
0,18100,95322,119643,2,0,0,313.6033866,20,42.1192853
0,18100,73356,86885,10,0,0,73.74671053,12,31.57101889
0,18100,27186,77694,11.2,0,0,249.4133616,50,43.72793048
0,18100,32554,92419,8,0,0,164.9096132,20,29.01660998
0,18100,18611,171194,5,0,0,313.0379453,26,27.19915401
0,18200,93702,158647,4,0,1,96.17779327,16,34.70993598
0,18200,16386,170310,23,0,0,73.0072773,20,29.80460145
1,18200,67809,89339,0,3,0,102.4609862,19,38.34534078
0,18200,13925,94898,22,0,0,223.901918,41,35.99822541
0,18200,34593,56658,15,0,0,126.0480098,18,36.92663479
0,18200,49653,159076,20,0,0,231.5497227,27,20.41593161
1,18200,55406,78682,11.2,0,0,122.7177095,39,33.6938313
1,18200,139000,171350,0.1,0,1,102.5,18,35.17021274
0,18200,97146,124195,24,0,0,278.3074217,17,32.72169498
0,18200,61690,89963,15,0,2,157.409679,14,27.94667597
0,18200,61554,94510,2,0,0,161.3526933,24,23.89655471
0,18200,4927,30198,11.2,0,0,89.59983867,19,41.23052688
0,18200,53646,156048,20,0,0,232.2971256,27,20.85606753
0,18200,120966,208782,4,0,0,202.5343334,17,27.43664604
0,18200,62141,90434,0,0,0,69.41077665,22,35.35728725
0,18200,68743,92112,0,0,0,95.34376502,16,26.69266663
1,18200,95091,113294,15,0,3,188.504617,36,78.65438605
0,18200,78077,105522,0,0,0,278.4430216,22,38.9396509
0,18200,39109,62371,25,0,0,268.1982607,13,24.74818104
0,18200,57980,79265,16,0,0,194.0542928,20,37.72576061
0,18300,90337,103864,3,0,0,118.5345867,25,39.72048898
0,18300,55584,95236,10,0,0,179.2,15,24.59063319
0,18300,121001,210685,2,0,0,192.9772854,16,26.86050033
0,18300,26982,59552,15,0,0,183.6144149,19,36.29961798
0,18300,63351,87645,1,0,0,324.614647,15,43.90230255
0,18300,109192,139384,6,0,0,122.8655758,14,29.3975931
0,18300,90099,118545,12,0,0,140.5158506,18,38.89923169
0,18300,31427,60249,16,0,0,110.5522774,18,40.00125599
0,18300,35975,60500,13,0,2,118.6666667,22,39.69620486
1,18300,60100,82506,10,3,1,171.4666667,64,35.29540091
0,18300,93728,153093,5,0,0,109.3371059,16,36.21398749
0,18300,68517,97151,7,0,0,77.52181884,15,32.00405609
0,18300,12169,93564,13,0,1,274.4813985,23,30.26921818
0,18300,67550,95440,3,0,0,154.1501136,25,22.85499927
0,18400,89101,118748,7,0,0,153.849763,21,21.76282696
0,18400,65519,89276,0,1,2,123.098552,26,36.35420324
0,18400,61049,96397,2,0,0,80.15575717,23,35.42557919
0,18400,99902,125249,26,0,0,294.424118,16,33.48854738
1,18400,72718,98065,8,0,0,119.0578171,19,35.36412843
0,18400,110580,137926,6,0,0,93.43274991,13,29.11688772
0,18400,94952,129177,12,0.2,0.5,140.4807035,24,29.96750585
0,18400,16756,66340,11.2,0,0,239.8448526,21,38.6626294
0,18400,40673,60418,27,0,0,247.6495789,13,24.98029896
0,18400,41730,59750,6,1,0,109.9614065,10,27.91184544
0,18400,48970,69559,20,0,0,178.015833,23,39.70798807
0,18400,75491,101745,0,0,0,279.3700507,20,38.75029966
1,18400,43188,68876,11.2,0,0,199.000576,25,41.00610329
0,18400,62300,95869,2,0,0,172.7591234,31,35.18944727
0,18500,57174,91772,4,0,0,129.6632166,13,28.90447884
0,18500,74074.7,94125,11.2,1,0,178.6456365,11,30.93141022
0,18500,26389,85552,7,0,0,152.0406589,21,27.35620808
0,18500,14517,95150,11,0,0,272.0341025,22,27.47858304
0,18500,65165,90805,2,0,0,160.7322651,25,25.37204765
0,18500,81938,106187,2,0,0,282.9006093,21,40.0388411
0,18500,42683,68000,3,0,0,229.3,12,35.06476887
0,18500,71000,95000,6,0,0,71,24,34.1912697
0,18500,99474,127470,22,0,0,287.0022563,16,30.99602763
0,18500,90150,122767,12,0.2,0.5,135.5729778,25,33.46387238
0,18600,72860,90347,0,1,1,104.0404669,26,36.02592528
1,18600,73473,105848,9,0,4,186.7128357,14,27.64603658
0,18600,84874,115759,9,0,0,146.0698108,18,39.83431993
0,18600,96993,134785,14,0,0,173.897513,25,33.36326972
0,18600,23792,79716,11.2,0,0,238.7898367,50,42.12712426
0,18600,14167,71194,11.2,0,0,264.0171241,21,40.24690114
0,18600,98200,123662,0,0.2,3,241.6422316,29,41.05065735
0,18600,100144,153751,4,0,0,93.66217049,16,34.89273362
0,18600,20915,40098,2,0,0,213.4505369,16,40.25003373
0,18600,38674,63641,23,0,0,245.049372,13,25.18098984
0,18600,50167,96312,5,0,0,128.3394339,21,36.3773222
0,18600,119741,212530,4,1,0,202.2885776,17,27.07376116
0,18600,48711,69611,2,0,0,130.2531337,17,33.69118802
1,18600,64248,82690,0,1,0,89.18900547,23,53.84821989
0,18600,49385,70220,6,0,0,229.474919,32,30.73139653
0,18600,57300,8000,6,0.2,0.5,68,17,41.34774281
0,18600,132785,155644,11.2,0,0,225.7275062,20,37.32857399
0,18600,74074.7,20700,6,0,0,104.5333333,19,20.55256994
0,18600,80970,101244,0,0,0,272.882599,20,39.80899322
0,18600,15243,172611,25,0,0,73.44153854,21,29.0958828
0,18600,96476,119780,0,0.2,2,264.1531247,29,40.80574336
0,18700,37883,64763,25,0,0,236.9968365,13,23.62120308
0,18700,58498,90135,30,0,0,199.1092723,21,33.18223949
0,18700,65458,84639,0,1,2,97.14654403,25,33.6906879
1,18700,39441,71345,11,0,4,132.8367575,13,27.69164816
0,18700,69954,104510,10,0,0,211.2433112,13,33.54985877
0,18700,11886,63762,0,0,0,315.2604995,5,39.67583359
0,18700,47903,63933,3,0,0,120.4180419,17,32.97759665
0,18700,136790,178135,12,0,0,246.9544197,21,30.11861356
0,18700,99003,162566,11.2,1,0.5,252.2637988,23,39.20903917
0,18700,63990,94035,9,0,0,179.2,14,25.78335659
0,18700,110292,132953,7,0,0,105.4248876,14,30.55275232
0,18700,50354,79011,1,0.2,1,290.8270296,10,35.13903436
0,18700,93210,109980,7,0,0,145.4859265,20,22.49623552
1,18700,70562,91223,27,0,2,112.7103681,35,64.2724769
0,18700,66197,83151,12,0,2,157.9459818,14,29.3494858
0,18700,66891,94454,0,0,0,160.711282,20,32.78419351
1,18700,66003,82410,0,1,0,85.77380757,23,51.5173853
0,18700,45365,71853,7,0,0,98.45648444,15,41.38874759
0,18700,118208,130216,14,0,0,190.9573245,17,40.74823463
0,18700,39821,60672,26,0,0,243.868763,14,23.35928056
0,18800,77025,103322,8,0,0,87.1337221,15,33.40589684
1,18800,67666,167619,14,0,0,135.9518082,11,47.59052865
0,18800,96272,163250,2,0,0,204.4925859,19,37.86835539
0,18800,98582,122597,1,0,0,307.5247903,20,39.39416893
0,18800,7739,65181,0,0,0,315.2308975,6,37.98355778
0,18800,66562,90325,0,1,1,112.9032622,25,33.16227148
1,18800,63836,87000,8,2,1,110.5666667,33,39.72300748
0,18800,102120,165302,11.2,0,0.5,274.1129261,24,40.10502984
0,18800,91731,125902,24,0,0,276.7274249,16,32.29430401
0,18800,22782,60590,8,0,0,198.8763955,13,30.32992999
0,18800,88828,116683,6,0,0,141.841398,20,21.67927834
0,18900,127269,203737,14,0,0,206.2000368,21,36.27285836
0,18900,74074.7,49442,2,0,0,76.571848,9,38.8759867
0,18900,87081,115165,13,0,0,120.4621862,8,34.40037656
0,18900,83474,104133,4,0,0,109.9887849,24,38.86401954
0,18900,34583,59247,15,0,0,89.34062711,17,39.99018836
0,18900,91784,117626,21,0,0,280.1234728,16,25.67302186
0,18900,87657,117577,9,0,0,142.466495,19,39.96618165
0,18900,154563,198790,7,0,0,179.2,15,29.47261446
1,18900,51075,78045,2,1,5,74.09119603,15,42.1982822
0,18900,39727,68477,11,0,2,134.2798423,22,40.42119971
0,18900,68315,98175,14,0,0,161.3333333,28,34.45615333
0,18900,127559,154545,11.2,0,0,216.6695154,18,36.9158782
0,18900,123206,205608,4,0,0,201.3023718,17,27.52750202
1,18900,74074.7,75252,11.2,0.2,0.5,179.2,21.3,42.91960497
0,18900,100416,161147,1,0,0,216.0970496,18,38.46049988
0,18900,44605,65489,15,0,0,189.0084559,23,38.57108327
0,18900,69325,102438,11.2,2,1,222.6522749,13,43.5240978
0,18900,101289,127485,0,0,0,319.2508159,19,42.72323221
0,18900,52640,113391,16,0,0,257.5237966,19,27.79232371
0,18900,64290,87837,2,0,0,309.005458,15,42.16835848
0,18900,82537,117610,16,0,0,233.8485347,30,39.06489297
0,19000,62356,92299,0,0,0,60.29414318,23,34.8169595
0,19000,7524,28639,11.2,0,0,60.32825275,18,42.35846148
0,19000,172108,195892,10,0,0,276.7633406,38,24.4756899
0,19000,167104,200184,9,0,0,256.6483436,38,23.66867849
0,19000,75673,100335,8,0,0,93.15954491,16,33.51848053
0,19000,57429,86250,5,0.2,0.5,175.5,16,32.79244884
0,19000,47400,80000,12,0,0,95.36666667,10,38.61206857
0,19000,43074,75700,11.2,0.2,0.5,179.2,21.3,32.19719725
0,19000,145800,190300,13,0.2,0.5,109.6666667,24,32.58729277
1,19000,64758,119780,19,0,4,349,20,26.11830139
1,19000,46300,72000,5,1,1,215.0333333,24,38.4695665
1,19000,171106,200000,9.8,3,0,153.1666667,26,25.40778404
0,19000,104176,165086,11.2,0,0.5,254.7424804,24,39.61320557
1,19000,105200,130000,5,1,0,237.4333333,27,37.06388146
1,19000,24658,47027,19,0,0,159.1052252,31,53.54819585
1,19000,15100,23200,3.2,1,1,64.9,21,38.8202183
0,19100,51994,66467,7,0,0,100.1818877,15,41.15508261
0,19100,31442,57151,16,0,0,100.0326359,17,39.90704163
0,19100,105111,176829,6,0,0,211.4003375,24,41.41312385
0,19100,129111,197592,12,0,0,207.1551738,21,36.14177784
0,19100,48730,115967,15,0,0,264.9150843,19,25.40820478
0,19100,58453,76731,15,1,0,203.1410764,21,36.22872963
0,19100,22094,61820,5,0,0,201.1354777,13,28.8888762
0,19200,68902,98737,1,0,0,166.8165741,19,33.03507598
0,19200,54483,81690,16,0,0,198.7025164,21,37.74942653
1,19200,62334,91300,8,0,1,92.33333333,13,33.60022827
0,19200,73339,95426,1,0,0,169.9797497,19,33.29929576
0,19200,101641,160839,11.2,1,0.5,260.8349929,23,37.12360431
0,19200,83591,109772,4,0,0,101.498812,25,37.07704153
0,19200,153722,199812,13,0.2,0.5,121.9429162,24,29.80285908
0,19200,65206,13933,7,0.2,0.5,57.59183135,16,42.50243535
0,19200,62215,76573,18,0,0,199.8756458,21,36.02366277
0,19200,32417,97000,6,0,0,130.8666667,15,30.82004977
0,19200,57728,96552,0,0,0,80.60236311,23,37.50810314
1,19300,109000,135000,3,0,0,98.43333333,14,34.10091626
0,19300,83141,112096,15,0,0,255.788289,31,35.514488
0,19300,84425,119351,15,0,0,238.6686971,31,38.29827816
0,19300,50554,76140,9,2,0,78.27662528,27,36.02690437
0,19300,53710,78082,5,0.2,0.5,114.1426962,7,36.99134349
0,19300,148542,195791,12,0.2,0.5,110.3276351,23,30.53661059
0,19300,31950,53814,17,0,0,178.4596372,20,37.13471233
1,19300,27747,43740,7,1,0,167.6579808,16,35.08607055
0,19300,76807,103026,13,0,0,169.2487527,27,34.87635872
0,19300,99714,126965,0,0,1,301.753574,20,43.29094169
1,19300,152000,182000,1,0.2,0.5,179.2,21.3,40.29519642
0,19300,39926,101208,4,0,0,140.0516383,14,31.54569415
0,19300,33970,102792,6,0,0,145.0202453,14,31.87421747
0,19300,98769,121140,0,0,1,313.9245154,20,43.08554305
0,19300,146465,192854,13,0.2,0.5,110.6488068,23,29.97557603
0,19300,91004,116827,6,0,0,163.2821181,20,20.20603258
0,19300,51580,83518,13,0,0,89.525932,9,7.148413213
1,19300,96454,157809,3,0,0,1168.233561,0,40.20613826
0,19300,72752,106084,11,0,0,193.7070998,13,30.68610563
0,19400,45036,78900,11.2,0.2,0.5,179.2,21.3,40.02396798
0,19400,63508,12414,5,0.2,0.5,64.40760462,16,40.57016916
0,19400,167450,200902,9,0,0,264.6979824,37,25.63079874
0,19400,51360,76100,1,0,0,222.8321181,11,36.2633362
0,19400,39334,103578,6,0,0,127.5305161,15,31.36762719
0,19400,53000,82800,18,0,0,206.9666667,22,36.24806408
0,19400,109812,172705,5,0,0,204.1054149,23,43.33840721
0,19400,110745,173474,6,0,0,217.4067053,23,42.22040715
1,19400,86219,126904,0,0,0,179.2,0,34.48084978
1,19400,178000,219300,12,0,0,214.3666667,26,41.35209248
0,19400,52677,80424,9,2,0,65.84753037,28,34.9508231
0,19400,71515,100771,11.2,1,1,223.1710844,13,40.70504371
1,19500,100077,122352,3,0,0,58.86102746,9,38.12151833
0,19500,51333,77732,11.2,0.2,0.5,179.2,21.3,37.39831656
0,19500,92663,152627,3,0,0,106.7126279,16,35.3676568
0,19500,98718,122659,0,0,1,324.2570838,20,42.54602091
0,19500,88909,140092,13,0,0,163.5625044,25,33.00501666
1,19500,47000,70000,15,0,0,220.1666667,21,34.61540996
0,19500,8861,170687,23,0,0,76.78849548,20,31.58400286
0,19500,58474,89240,6,0.2,0.5,172.8721456,15,38.82378279
0,19500,52080,89913,12,0,0,110.7603066,9,4.337283357
0,19500,58638,13930,4,0.2,0.5,69.00502714,16,42.50002486
0,19500,48835,72566,9,0,0,191.2753966,42,39.61242564
0,19500,10506,70945,11.2,0,0,247.7919915,22,39.75560513
0,19500,100446,121516,0,0,0,306.1111041,20,43.02182338
0,19600,64000,90000,9,0,0,195.8,19,36.33199224
0,19600,55169,86203,18,0,0,223.6033292,22,33.7552728
0,19600,85984,112721,18,0,0,239.1377941,31,36.03118029
0,19600,128876,162994,2,0.2,1,382.312217,52,36.06796344
0,19700,33529,61209,17,0,0,112.1587412,18,40.72529612
0,19700,49793,113200,16,0,0,251.1041979,19,25.03374576
1,19700,62351,84624,0,1,0,88.12651678,22,54.24133474
0,19700,32989,75950,9,0,0,283.1,19,42.78364039
0,19700,23921,134867,9,0,0,374.1271833,10,38.8656552
0,19700,60999,89841,0,0,0,82.10388101,22,36.27999035
0,19700,5700,24457,11.2,0,0,60.15632991,19,41.36387828
0,19700,105135,147353,11,0,2,225.6961276,24,43.00965053
0,19700,70709,97394,0,0,0,94.86046638,17,25.55670764
1,19700,139534,172125,0,0,0,101.9435185,17,32.76108398
0,19700,19349,133226,9,0,0,342.3163573,9,40.14790835
0,19800,73557,95770,0,0,0,70.02915918,17,25.59661737
0,19800,56745,83146,11,0,0,85.25361922,10,7.862193632
0,19800,51454,68073,1,0,0,130.9747908,17,32.30494412
0,19800,47488,77916,11.2,0.2,0.5,179.2,21.3,37.3082467
0,19800,99137,121781,4,0,1,302.1278732,20,39.51062834
0,19800,13830,85587,20,0,0,229.5182951,40,35.31106586
0,19800,63701,14609,4,0.2,0.5,62.3597382,17,41.87419791
0,19800,69174,95154,6,0,0,59.45925619,16,31.25482163
0,19900,90966,154351,4,0,0,103.9754422,17,35.40591994
0,19900,128219,162012,1,0.2,0,374.0237669,52,37.88816696
0,19900,168732,224270,12,0,0,217.6372546,32,41.5493313
0,19900,64620,91504,6,0.2,0.5,178.574866,16,37.72580119
0,19900,45748,82516,11.2,0.2,0.5,179.2,21.3,39.31387802
0,19900,96435,130019,27,0,0,274.2825562,16,32.46920265
0,19900,132878,199172,14,0,0,197.923806,22,35.33060397
0,19900,170947,222227,13,0,0,220.0164639,31,42.23579636
0,19900,68830,107598,10,0,0,202.9341954,13,30.95751627
0,19900,4641,23636,11.2,0,0,63.53525475,19,40.44237823
0,19900,74193,94078,7,0,0,81.4143517,15,32.03355046
0,19900,78142,102085,12,0,0,160.3670328,27,34.09975711
0,20000,59936,12737,5,0.2,0.5,63.39540036,17,40.44657932
0,20000,99000,140000,11.2,0.2,0.5,179.2,21.3,33.72585898
1,20000,72000,103000,0.5,0,0,174.3,23,35.85814239
1,20000,68958,99875,11,1,1,117.6666667,23,35.58880654
1,20000,71254,109200,10,0.2,0.5,179.2,21.3,33.0434596
1,20000,27900,102269,21,0.2,0.5,179.2,21.3,27.93952057
1,20000,145500,194000,4.5,0,0,67.9,5,35.73448482
1,20000,125000,165000,2,0,0,314.5,30,28.92056462
1,20000,73400,94000,9,0,0,270,14,30.46521845
0,20000,99300,139150,10,0,0,162.3666667,23,32.21848348
0,20000,69742.61,180000,11,0,0,366.3,17,31.5434842
0,20000,59964,100000,8,0.2,1,106.8333333,18,31.95399086
0,20000,74074.7,90000,8,0,0,181.7,16,34.89145318
0,20000,30000,46500,5,1,0.5,127.6,11,31.87921991
0,20000,79741,117600,10,0,0,291.1666667,17,40.91356304
0,20000,55746,105230,16,0,3,282.0666667,36,31.67106203
0,20000,85704,94200,2,1,0,123.9,20,39.77645431
0,20000,13316,50150,26,0,2,214.0333333,25,23.7816907
0,20000,74074.7,64928.84,8,0,0,122.6666667,5,20.77401969
0,20000,66820,100000,5,0,0,217.2666667,13,35.97857618
0,20000,56135,93234,18,0,0,630.0333333,24,30.97940271
0,20000,81800,106600,24,0.2,1,313.7666667,43,39.0137575
0,20000,61843,95595,14,0,0,135.9666667,14,32.11429183
0,20000,74368,105000,11.2,0,0,180.6,25,29.92767202
0,20000,145000,117500,5,0,0,96.4,34,31.09067905
0,20000,56683,90600,2,0,0,155.2,22,33.45609381
0,20000,135631.66,177000,8,0,0,321.6333333,17,34.08977658
0,20000,74074.7,128042,0,0,0,314.5333333,21,31.16157009
